42949672.950000 	 6452 
85899345.900000 	 2724 
128849018.850000 	 2309 
171798691.800000 	 1075 
214748364.750000 	 1041 
257698037.700000 	 1445 
300647710.650000 	 1102 
343597383.600000 	 706 
386547056.550000 	 767 
429496729.500000 	 736 
472446402.450000 	 840 
515396075.400000 	 979 
558345748.350000 	 839 
601295421.300000 	 706 
644245094.250000 	 486 
687194767.200000 	 549 
730144440.150000 	 593 
773094113.100000 	 719 
816043786.050000 	 554 
858993459.000000 	 486 
901943131.950000 	 544 
944892804.900000 	 629 
987842477.850000 	 606 
1030792150.800000 	 692 
1073741823.750000 	 711 
1116691496.700000 	 732 
1159641169.650000 	 831 
1202590842.600000 	 726 
1245540515.550000 	 559 
1288490188.500000 	 662 
1331439861.450000 	 630 
1374389534.400000 	 739 
1417339207.350000 	 630 
1460288880.300000 	 683 
1503238553.250000 	 799 
1546188226.200000 	 806 
1589137899.150000 	 716 
1632087572.100000 	 656 
1675037245.050000 	 563 
1717986918.000000 	 575 
1760936590.950000 	 610 
1803886263.900000 	 627 
1846835936.850000 	 612 
1889785609.800000 	 632 
1932735282.750000 	 851 
1975684955.700000 	 767 
2018634628.650000 	 843 
2061584301.600000 	 811 
2104533974.550000 	 728 
2147483647.500000 	 823 
2190433320.450000 	 776 
2233382993.400000 	 767 
2276332666.350000 	 787 
2319282339.300000 	 820 
2362232012.250000 	 795 
2405181685.200000 	 852 
2448131358.150000 	 651 
2491081031.100000 	 636 
2534030704.050000 	 664 
2576980377.000000 	 674 
2619930049.950000 	 685 
2662879722.900000 	 580 
2705829395.850000 	 632 
2748779068.800000 	 609 
2791728741.750000 	 733 
2834678414.700000 	 657 
2877628087.650000 	 630 
2920577760.600000 	 705 
2963527433.550000 	 687 
3006477106.500000 	 687 
3049426779.450000 	 872 
3092376452.400000 	 714 
3135326125.350000 	 636 
3178275798.300000 	 766 
3221225471.250000 	 690 
3264175144.200000 	 524 
3307124817.150000 	 543 
3350074490.100000 	 501 
3393024163.050000 	 508 
3435973836.000000 	 516 
3478923508.950000 	 499 
3521873181.900000 	 574 
3564822854.850000 	 674 
3607772527.800000 	 616 
3650722200.750000 	 624 
3693671873.700000 	 525 
3736621546.650000 	 611 
3779571219.600000 	 675 
3822520892.550000 	 653 
3865470565.500000 	 687 
3908420238.450000 	 630 
3951369911.400000 	 744 
3994319584.350000 	 747 
4037269257.300000 	 899 
4080218930.250000 	 858 
4123168603.200000 	 805 
4166118276.150000 	 759 
4209067949.100000 	 696 
4252017622.050000 	 715 
4294967295.000000 	 811 
