0	53
1	64
2	93
3	108
4	142
5	185
6	247
7	317
8	385
9	462
10	550
11	648
12	751
13	904
14	1055
15	1232
16	1441
17	1671
18	1943
19	2251
20	2577
21	2963
22	3372
23	3776
24	4177
25	4595
26	5035
27	5439
28	5818
29	6131
30	6441
31	6736
32	7003
33	7250
34	7468
35	7700
36	7938
37	8133
38	8328
39	8546
40	8771
41	8991
42	9180
43	9400
44	9607
45	9811
46	10042
47	10257
48	10451
49	10597
50	10784
51	10989
52	11159
53	11355
54	11558
55	11799
56	12021
57	12226
58	12464
59	12763
60	12981
61	13214
62	13518
63	13878
64	14291
65	14719
66	15204
67	15665
68	16065
69	16405
70	16726
71	17042
72	17315
73	17621
74	17884
75	18135
76	18417
77	18682
78	18966
79	19234
80	19470
81	19720
82	20008
83	20286
84	20590
85	20862
86	21155
87	21471
88	21799
89	22108
90	22409
91	22782
92	23185
93	23640
94	24105
95	24569
96	25033
97	25427
98	25812
99	26190
100	26541
101	26881
102	27195
103	27502
104	27786
105	28078
106	28400
107	28697
108	29005
109	29295
110	29580
111	29905
112	30242
113	30636
114	30945
115	31249
116	31542
117	31866
118	32172
119	32468
120	32754
121	33062
122	33373
123	33685
124	34031
125	34357
126	34703
127	35071
128	35442
129	35834
130	36262
131	36665
132	37064
133	37489
134	37927
135	38384
136	38805
137	39187
138	39539
139	39859
140	40124
141	40361
142	40618
143	40833
144	41077
145	41290
146	41495
147	41708
148	41903
149	42103
150	42294
151	42452
152	42619
153	42784
154	42960
155	43181
156	43371
157	43532
158	43665
159	43816
160	43958
161	44079
162	44189
163	44293
164	44431
165	44522
166	44615
167	44723
168	44820
169	44913
170	45012
171	45116
172	45218
173	45314
174	45398
175	45491
176	45598
177	45698
178	45818
179	45938
180	46062
181	46193
182	46313
183	46478
184	46607
185	46749
186	46895
187	47011
188	47123
189	47239
190	47358
191	47502
192	47653
193	47805
194	47945
195	48063
196	48206
197	48339
198	48491
199	48658
200	48815
201	48971
202	49150
203	49313
204	49470
205	49616
206	49747
207	49849
208	49938
209	50025
210	50099
211	50173
212	50238
213	50293
214	50338
215	50364
216	50394
217	50429
218	50475
219	50493
220	50519
221	50530
222	50545
223	50552
224	50561
225	50568
226	50579
227	50587
228	50594
229	50598
230	50604
231	50607
232	50612
233	50615
234	50615
235	50617
236	50619
237	50620
238	50622
239	50622
240	50622
241	50623
242	50623
243	50623
244	50623
245	50624
246	50625
247	50625
248	50625
249	50625
250	50625
251	50625
252	50625
253	50625
254	50625
255	50625
