iter: 16 	 Se encontró: 2147483647  	 Se buscó: 2147483647  	   i=j:  10   n: 32   q: 1    Parametro: 4194304 
iter: 1781807214 	 Se encontró: 59186267  	 Se buscó: 59186267  	   i=j:  10   n: 32   q: 3    Parametro: 12582912 
iter: 1281993128 	 Se encontró: 3289945386  	 Se buscó: 3289945386  	   i=j:  10   n: 32   q: 5    Parametro: 20971520 
iter: 157818249 	 Se encontró: 1638554078  	 Se buscó: 1638554078  	   i=j:  10   n: 32   q: 7    Parametro: 29360128 
iter: 2513439396 	 Se encontró: 1850412953  	 Se buscó: 1850412953  	   i=j:  10   n: 32   q: 9    Parametro: 37748736 
iter: 985726702 	 Se encontró: 480791351  	 Se buscó: 480791351  	   i=j:  10   n: 32   q: 11    Parametro: 46137344 
iter: 47554801 	 Se encontró: 1333813966  	 Se buscó: 1333813966  	   i=j:  10   n: 32   q: 13    Parametro: 54525952 
iter: 2889094370 	 Se encontró: 2750172913  	 Se buscó: 2750172913  	   i=j:  10   n: 32   q: 15    Parametro: 62914560 
iter: 2314808612 	 Se encontró: 1940119655  	 Se buscó: 1940119655  	   i=j:  10   n: 32   q: 17    Parametro: 71303168 
iter: 3828586978 	 Se encontró: 1379301255  	 Se buscó: 1379301255  	   i=j:  10   n: 32   q: 19    Parametro: 79691776 
iter: 2491231589 	 Se encontró: 711260141  	 Se buscó: 711260141  	   i=j:  10   n: 32   q: 21    Parametro: 88080384 
iter: 1338333893 	 Se encontró: 300586249  	 Se buscó: 300586249  	   i=j:  10   n: 32   q: 23    Parametro: 96468992 
iter: 2012164197 	 Se encontró: 282649592  	 Se buscó: 282649592  	   i=j:  10   n: 32   q: 25    Parametro: 104857600 
iter: 259551 	 Se encontró: 3654428383  	 Se buscó: 3654428383  	   i=j:  10   n: 32   q: 27    Parametro: 113246208 
iter: 3993327652 	 Se encontró: 898907254  	 Se buscó: 898907254  	   i=j:  10   n: 32   q: 29    Parametro: 121634816 
iter: 496858270 	 Se encontró: 1687488402  	 Se buscó: 1687488402  	   i=j:  10   n: 32   q: 31    Parametro: 130023424 
iter: 2732062750 	 Se encontró: 1650777598  	 Se buscó: 1650777598  	   i=j:  10   n: 32   q: 33    Parametro: 138412032 
iter: 2284956614 	 Se encontró: 1883567422  	 Se buscó: 1883567422  	   i=j:  10   n: 32   q: 35    Parametro: 146800640 
iter: 3703023935 	 Se encontró: 674174605  	 Se buscó: 674174605  	   i=j:  10   n: 32   q: 37    Parametro: 155189248 
iter: 172574938 	 Se encontró: 2529046375  	 Se buscó: 2529046375  	   i=j:  10   n: 32   q: 39    Parametro: 163577856 
iter: 838174592 	 Se encontró: 3435534421  	 Se buscó: 3435534421  	   i=j:  10   n: 32   q: 41    Parametro: 171966464 
iter: 1786065264 	 Se encontró: 466781323  	 Se buscó: 466781323  	   i=j:  10   n: 32   q: 43    Parametro: 180355072 
iter: 400156270 	 Se encontró: 3921327221  	 Se buscó: 3921327221  	   i=j:  10   n: 32   q: 45    Parametro: 188743680 
iter: 3658739137 	 Se encontró: 3224933017  	 Se buscó: 3224933017  	   i=j:  10   n: 32   q: 47    Parametro: 197132288 
iter: 894048037 	 Se encontró: 3439867831  	 Se buscó: 3439867831  	   i=j:  10   n: 32   q: 49    Parametro: 205520896 
iter: 1694870121 	 Se encontró: 3131624057  	 Se buscó: 3131624057  	   i=j:  10   n: 32   q: 51    Parametro: 213909504 
