iter: 32 	 Se encontró: 1  	 Se buscó: 1  	   i=j:  15   n: 32   q: 1    Parametro: 131072 
iter: 4208057275 	 Se encontró: 1994125997  	 Se buscó: 1994125997  	   i=j:  15   n: 32   q: 3    Parametro: 393216 
iter: 23869684 	 Se encontró: 391350283  	 Se buscó: 391350283  	   i=j:  15   n: 32   q: 5    Parametro: 655360 
iter: 342532837 	 Se encontró: 3622473261  	 Se buscó: 3622473261  	   i=j:  15   n: 32   q: 7    Parametro: 917504 
iter: 1193832024 	 Se encontró: 2062781477  	 Se buscó: 2062781477  	   i=j:  15   n: 32   q: 9    Parametro: 1179648 
iter: 901866567 	 Se encontró: 2683714162  	 Se buscó: 2683714162  	   i=j:  15   n: 32   q: 11    Parametro: 1441792 
iter: 3549775685 	 Se encontró: 608921930  	 Se buscó: 608921930  	   i=j:  15   n: 32   q: 13    Parametro: 1703936 
iter: 1171959351 	 Se encontró: 1683609142  	 Se buscó: 1683609142  	   i=j:  15   n: 32   q: 15    Parametro: 1966080 
iter: 1998894144 	 Se encontró: 1090758874  	 Se buscó: 1090758874  	   i=j:  15   n: 32   q: 17    Parametro: 2228224 
iter: 3439630277 	 Se encontró: 655917896  	 Se buscó: 655917896  	   i=j:  15   n: 32   q: 19    Parametro: 2490368 
iter: 1974576274 	 Se encontró: 2419289594  	 Se buscó: 2419289594  	   i=j:  15   n: 32   q: 21    Parametro: 2752512 
iter: 3082761549 	 Se encontró: 3476198395  	 Se buscó: 3476198395  	   i=j:  15   n: 32   q: 23    Parametro: 3014656 
iter: 57743187 	 Se encontró: 28013912  	 Se buscó: 28013912  	   i=j:  15   n: 32   q: 25    Parametro: 3276800 
iter: 538498811 	 Se encontró: 3421169759  	 Se buscó: 3421169759  	   i=j:  15   n: 32   q: 27    Parametro: 3538944 
iter: 912746916 	 Se encontró: 1755410592  	 Se buscó: 1755410592  	   i=j:  15   n: 32   q: 29    Parametro: 3801088 
iter: 3920023417 	 Se encontró: 481609441  	 Se buscó: 481609441  	   i=j:  15   n: 32   q: 31    Parametro: 4063232 
iter: 2171102850 	 Se encontró: 2241960091  	 Se buscó: 2241960091  	   i=j:  15   n: 32   q: 33    Parametro: 4325376 
iter: 3268867371 	 Se encontró: 3901504195  	 Se buscó: 3901504195  	   i=j:  15   n: 32   q: 35    Parametro: 4587520 
iter: 146896776 	 Se encontró: 305076868  	 Se buscó: 305076868  	   i=j:  15   n: 32   q: 37    Parametro: 4849664 
iter: 107858852 	 Se encontró: 1494870059  	 Se buscó: 1494870059  	   i=j:  15   n: 32   q: 39    Parametro: 5111808 
iter: 2939831721 	 Se encontró: 1499419795  	 Se buscó: 1499419795  	   i=j:  15   n: 32   q: 41    Parametro: 5373952 
iter: 2175831344 	 Se encontró: 1880961016  	 Se buscó: 1880961016  	   i=j:  15   n: 32   q: 43    Parametro: 5636096 
iter: 1135750734 	 Se encontró: 489638104  	 Se buscó: 489638104  	   i=j:  15   n: 32   q: 45    Parametro: 5898240 
iter: 578216019 	 Se encontró: 3048719051  	 Se buscó: 3048719051  	   i=j:  15   n: 32   q: 47    Parametro: 6160384 
iter: 281131228 	 Se encontró: 3398869049  	 Se buscó: 3398869049  	   i=j:  15   n: 32   q: 49    Parametro: 6422528 
iter: 3212776622 	 Se encontró: 254399951  	 Se buscó: 254399951  	   i=j:  15   n: 32   q: 51    Parametro: 6684672 
iter: 3137597462 	 Se encontró: 2096534790  	 Se buscó: 2096534790  	   i=j:  15   n: 32   q: 53    Parametro: 6946816 
iter: 2194078684 	 Se encontró: 1562848491  	 Se buscó: 1562848491  	   i=j:  15   n: 32   q: 55    Parametro: 7208960 
iter: 1222615637 	 Se encontró: 3797683018  	 Se buscó: 3797683018  	   i=j:  15   n: 32   q: 57    Parametro: 7471104 
iter: 3300804130 	 Se encontró: 3667326691  	 Se buscó: 3667326691  	   i=j:  15   n: 32   q: 59    Parametro: 7733248 
iter: 3563281656 	 Se encontró: 2556715593  	 Se buscó: 2556715593  	   i=j:  15   n: 32   q: 61    Parametro: 7995392 
iter: 633762204 	 Se encontró: 2905583789  	 Se buscó: 2905583789  	   i=j:  15   n: 32   q: 63    Parametro: 8257536 
iter: 3130285840 	 Se encontró: 3451203751  	 Se buscó: 3451203751  	   i=j:  15   n: 32   q: 65    Parametro: 8519680 
iter: 2229817183 	 Se encontró: 3444643613  	 Se buscó: 3444643613  	   i=j:  15   n: 32   q: 67    Parametro: 8781824 
iter: 718137046 	 Se encontró: 346925698  	 Se buscó: 346925698  	   i=j:  15   n: 32   q: 69    Parametro: 9043968 
iter: 935352330 	 Se encontró: 46270501  	 Se buscó: 46270501  	   i=j:  15   n: 32   q: 71    Parametro: 9306112 
iter: 680604578 	 Se encontró: 964390097  	 Se buscó: 964390097  	   i=j:  15   n: 32   q: 73    Parametro: 9568256 
iter: 561904099 	 Se encontró: 4280914573  	 Se buscó: 4280914573  	   i=j:  15   n: 32   q: 75    Parametro: 9830400 
iter: 3556712150 	 Se encontró: 484221133  	 Se buscó: 484221133  	   i=j:  15   n: 32   q: 77    Parametro: 10092544 
iter: 1814910633 	 Se encontró: 1425614879  	 Se buscó: 1425614879  	   i=j:  15   n: 32   q: 79    Parametro: 10354688 
iter: 4108092882 	 Se encontró: 876816861  	 Se buscó: 876816861  	   i=j:  15   n: 32   q: 81    Parametro: 10616832 
