iter: 1727577096 	 Se encontró: 3076145563  	 Se buscó: 3076145563  	   i=j:  15   n: 32   q: 83    Parametro: 10878976 
iter: 3655720940 	 Se encontró: 3246784930  	 Se buscó: 3246784930  	   i=j:  15   n: 32   q: 85    Parametro: 11141120 
iter: 1278249995 	 Se encontró: 1561748669  	 Se buscó: 1561748669  	   i=j:  15   n: 32   q: 87    Parametro: 11403264 
iter: 1708214923 	 Se encontró: 321566202  	 Se buscó: 321566202  	   i=j:  15   n: 32   q: 89    Parametro: 11665408 
iter: 3034674075 	 Se encontró: 1234572152  	 Se buscó: 1234572152  	   i=j:  15   n: 32   q: 91    Parametro: 11927552 
iter: 2326258413 	 Se encontró: 3503385897  	 Se buscó: 3503385897  	   i=j:  15   n: 32   q: 93    Parametro: 12189696 
iter: 3490972109 	 Se encontró: 1991115804  	 Se buscó: 1991115804  	   i=j:  15   n: 32   q: 95    Parametro: 12451840 
iter: 3286553488 	 Se encontró: 2511491888  	 Se buscó: 2511491888  	   i=j:  15   n: 32   q: 97    Parametro: 12713984 
iter: 160898772 	 Se encontró: 4225447960  	 Se buscó: 4225447960  	   i=j:  15   n: 32   q: 99    Parametro: 12976128 
iter: 2379580017 	 Se encontró: 311507114  	 Se buscó: 311507114  	   i=j:  15   n: 32   q: 101    Parametro: 13238272 
