iter: 32 	 Se encontró: 1  	 Se buscó: 1  	   i=j:  15       n: 32      q: 1       Parametro usado: 131072 
iter: 4208057275 	 Se encontró: 1994125997  	 Se buscó: 1994125997  	   i=j:  15       n: 32      q: 3       Parametro usado: 393216 
iter: 23869684 	 Se encontró: 391350283  	 Se buscó: 391350283  	   i=j:  15       n: 32      q: 5       Parametro usado: 655360 
iter: 342532837 	 Se encontró: 3622473261  	 Se buscó: 3622473261  	   i=j:  15       n: 32      q: 7       Parametro usado: 917504 
iter: 1193832024 	 Se encontró: 2062781477  	 Se buscó: 2062781477  	   i=j:  15       n: 32      q: 9       Parametro usado: 1179648 
iter: 901866567 	 Se encontró: 2683714162  	 Se buscó: 2683714162  	   i=j:  15       n: 32      q: 11       Parametro usado: 1441792 
iter: 3549775685 	 Se encontró: 608921930  	 Se buscó: 608921930  	   i=j:  15       n: 32      q: 13       Parametro usado: 1703936 
iter: 1171959351 	 Se encontró: 1683609142  	 Se buscó: 1683609142  	   i=j:  15       n: 32      q: 15       Parametro usado: 1966080 
iter: 1998894144 	 Se encontró: 1090758874  	 Se buscó: 1090758874  	   i=j:  15       n: 32      q: 17       Parametro usado: 2228224 
iter: 3439630277 	 Se encontró: 655917896  	 Se buscó: 655917896  	   i=j:  15       n: 32      q: 19       Parametro usado: 2490368 
iter: 1974576274 	 Se encontró: 2419289594  	 Se buscó: 2419289594  	   i=j:  15       n: 32      q: 21       Parametro usado: 2752512 
iter: 3082761549 	 Se encontró: 3476198395  	 Se buscó: 3476198395  	   i=j:  15       n: 32      q: 23       Parametro usado: 3014656 
iter: 57743187 	 Se encontró: 28013912  	 Se buscó: 28013912  	   i=j:  15       n: 32      q: 25       Parametro usado: 3276800 
iter: 538498811 	 Se encontró: 3421169759  	 Se buscó: 3421169759  	   i=j:  15       n: 32      q: 27       Parametro usado: 3538944 
iter: 912746916 	 Se encontró: 1755410592  	 Se buscó: 1755410592  	   i=j:  15       n: 32      q: 29       Parametro usado: 3801088 
iter: 3920023417 	 Se encontró: 481609441  	 Se buscó: 481609441  	   i=j:  15       n: 32      q: 31       Parametro usado: 4063232 
iter: 2171102850 	 Se encontró: 2241960091  	 Se buscó: 2241960091  	   i=j:  15       n: 32      q: 33       Parametro usado: 4325376 
iter: 3268867371 	 Se encontró: 3901504195  	 Se buscó: 3901504195  	   i=j:  15       n: 32      q: 35       Parametro usado: 4587520 
iter: 146896776 	 Se encontró: 305076868  	 Se buscó: 305076868  	   i=j:  15       n: 32      q: 37       Parametro usado: 4849664 
iter: 107858852 	 Se encontró: 1494870059  	 Se buscó: 1494870059  	   i=j:  15       n: 32      q: 39       Parametro usado: 5111808 
iter: 2939831721 	 Se encontró: 1499419795  	 Se buscó: 1499419795  	   i=j:  15       n: 32      q: 41       Parametro usado: 5373952 
iter: 2175831344 	 Se encontró: 1880961016  	 Se buscó: 1880961016  	   i=j:  15       n: 32      q: 43       Parametro usado: 5636096 
iter: 1135750734 	 Se encontró: 489638104  	 Se buscó: 489638104  	   i=j:  15       n: 32      q: 45       Parametro usado: 5898240 
iter: 578216019 	 Se encontró: 3048719051  	 Se buscó: 3048719051  	   i=j:  15       n: 32      q: 47       Parametro usado: 6160384 
